alandais
abonderez
abonderiez
abonderions
abonderons
abonderont
abondes
abondez
abondiez
abondions
abondons
abonna
abonnai
abonnaient
abonnais
abonnait
abonnant
abonnas
abonnasse
abonnassent
abonnasses
abonnassiez
abonnassions
abonne
abonnement
abonnements
abonnent
abonner
abonnera
abonnerai
abonneraient
abonnerais
abonnerait
abonneras
abonnerez
abonneriez
abonnerions
abonnerons
abonneront
abonnes
abonnez
abonni
abonnie
abonnies
abonniez
abonnions
abonnir
abonnira
abonnirai
abonniraient
abonnirais
abonnirait
abonniras
abonnirent
abonnirez
abonniriez
abonnirions
abonnirons
abonniront
abonnis
abonnissaient
abonnissais
abonnissait
abonnissant
abonnisse
abonnissement
abonnissements
abonnissent
abonnisses
abonnissez
abonnissiez
abonnissions
abonnissons
abonnit
abonnons
abord
aborda
abordable
abordables
abordage
abordages
abordai
abordaient
abordais
abordait
abordant
abordas
abordasse
abordassent
abordasses
abordassiez
abordassions
aborde
abordent
aborder
abordera
aborderai
aborderaient
aborderais
aborderait
aborderas
aborderez
aborderiez
aborderions
aborderons
aborderont
abordes
abordeur
abordeurs
abordeuse
abordeuses
abordez
abordiez
abordions
abordons
abords
aborna
abornai
abornaient
abornais
abornait
abornant
abornas
abornasse
abornassent
abornasses
abornassiez
abornassions
aborne
abornement
abornements
abornent
aborner
abornera
abornerai
aborneraient
abornerais
abornerait
aborneras
abornerez
aborneriez
abornerions
abornerons
aborneront
abornes
abornez
aborniez
abornions
abornons
abortif
abortifs
abortive
abortives
abot
aboteau
aboteaux
abots
aboucha
abouchai
abouchaient
abouchais
abouchait
abouchant
abouchas
abouchasse
abouchassent
abouchasses
abouchassiez
abouchassions
abouche
abouchement
abouchements
abouchent
aboucher
abouchera
aboucherai
aboucheraient
aboucherais
aboucherait
aboucheras
aboucherez
aboucheriez
aboucherions
aboucherons
aboucheront
abouches
abouchez
abouchiez
abouchions
abouchons
aboudabien
aboudabienne
aboudabiennes
aboudabiens
aboudhabien
aboudhabienne
aboudhabiennes
aboudhabiens
abougri
abougrie
abougries
abougrir
abougrira
abougrirai
abougriraient
abougrirais
abougrirait
abougriras
abougrirent
abougrirez
abougririez
abougririons
abougrirons
abougriront
abougris
abougrissaient
abougrissais
abougrissait
abougrissant
abougrisse
abougrissent
abougrisses
abougrissez
abougrissiez
abougrissions
abougrissons
abougrit
aboula
aboulai
aboulaient
aboulais
aboulait
aboulant
aboulas
aboulasse
aboulassent
aboulasses
aboulassiez
aboulassions
aboule
aboulent
abouler
aboulera
aboulerai
abouleraient
aboulerais
aboulerait
abouleras
aboulerez
abouleriez
aboulerions
aboulerons
abouleront
aboules
aboulez
aboulie
aboulies
abouliez
aboulions
aboulique
abouliques
aboulons
about
abouta
aboutai
aboutaient
aboutais
aboutait
aboutant
aboutas
aboutasse
aboutassent
aboutasses
aboutassiez
aboutassions
aboute
aboutement
aboutements
aboutent
abouter
aboutera
abouterai
abouteraient
abouterais
abouterait
abouteras
abouterez
abouteriez
abouterions
abouterons
abouteront
aboutes
aboutez
abouti
aboutie
abouties
aboutiez
aboutions
aboutir
aboutira
aboutirai
aboutiraient
aboutirais
aboutirait
aboutiras
aboutirent
aboutirez
aboutiriez
aboutirions
aboutirons
aboutiront
aboutis
aboutissaient
aboutissais
aboutissait
aboutissant
aboutissants
aboutisse
aboutissement
aboutissements
aboutissent
aboutisses
aboutissez
aboutissiez
aboutissions
aboutissons
aboutit
aboutons
abouts
aboya
aboyai
aboyaient
aboyais
aboyait
aboyant
aboyante
aboyantes
aboyants
aboyas
aboyasse
aboyassent
aboyasses
aboyassiez
aboyassions
aboyer
aboyeur
aboyeurs
aboyeuse
aboyeuses
aboyez
aboyiez
aboyions
aboyons
abracadabra
abracadabrant
abracadabrante
abracadabrantes
abracadabrantesque
abracadabrantesquement
abracadabrantesques
abracadabrants
abracadabras
abracadabresque
abracadabresques
abrahamique
abrahamiques
abrahamiste
abrahamistes
abrasa
abrasai
abrasaient
abrasais
abrasait
abrasant
abrasas
abrasasse
abrasassent
abrasasses
abrasassiez
abrasassions
abrase
abrasent
abraser
abrasera
abraserai
abraseraient
abraserais
abraserait
abraseras
abraserez
abraseriez
abraserions
abraserons
abraseront
abrases
abrasez
abrasiez
abrasif
abrasifs
abrasin
abrasins
abrasion
abrasions
abrasive
abrasives
abrasons
abraxas
abreuva
abreuvage
abreuvages
abreuvai
abreuvaient
abreuvais
abreuvait
abreuvant
abreuvas
abreuvasse
abreuvassent
abreuvasses
abreuvassiez
abreuvassions
abreuve
abreuvement
abreuvements
abreuvent
abreuver
abreuvera
abreuverai
abreuveraient
abreuverais
abreuverait
abreuveras
abreuverez
abreuveriez
abreuverions
abreuverons
abreuveront
abreuves
abreuvez
abreuviez
abreuvions
abreuvoir
abreuvoirs
abreuvons
abri
abria
abriai
abriaient
abriais
abriait
abriant
abrias
abriasse
abriassent
abriasses
abriassiez
abriassions
abribus
abricot
abricota
abricotai
abricotaient
abricotais
abricotait
abricotant
abricotas
abricotasse
abricotassent
abricotasses
abricotassiez
abricotassions
abricote
abricotent
abricoter
abricotera
abricoterai
abricoteraient
abricoterais
abricoterait
abricoteras
abricoterez
abricoteriez
abricoterions
abricoterons
abricoteront
abricotes
abricotez
abricotier
abricotiers
abricotiez
abricotine
abricotines
abricotions
abricotons
abricots
abrie
abrient
abrier
abriera
abrierai
abrieraient
abrierais
abrierait
abrieras
abrierez
abrieriez
abrierions
abrierons
abrieront
abries
abriez
abriiez
abriions
abrine
abrions
abris
abrita
abritai
abritaient
abritais
abritait
abritant
abritas
abritasse
abritassent
abritasses
abritassiez
abritassions
abrite
abritent
abriter
abritera
abriterai
abriteraient
abriterais
abriterait
abriteras
abriterez
abriteriez
abriterions
abriterons
abriteront
abrites
abritez
abritiez
abritions
abritons
abrivent
abrivents
abrogateur
abrogateurs
abrogatif
abrogatifs
abrogation
abrogations
abrogative
abrogatives
abrogatoire
abrogatoires
abrogatrice
abrogatrices
abroge
abrogea
abrogeable
abrogeables
abrogeai
abrogeaient
abrogeais
abrogeait
abrogeant
abrogeas
abrogeasse
abrogeassent
abrogeasses
abrogeassiez
abrogeassions
abrogent
abrogeons
abroger
abrogera
abrogerai
abrogeraient
abrogerais
abrogerait
abrogeras
abrogerez
abrogeriez
abrogerions
abrogerons
abrogeront
abroges
abrogez
abrogiez
abrogions
abrouti
abroutie
abrouties
abroutir
abroutira
abroutirai
abroutiraient
abroutirais
abroutirait
abroutiras
abroutirent
abroutirez
abroutiriez
abroutirions
abroutirons
abroutiront
abroutis
abroutissaient
abroutissais
abroutissait
abroutissant
abroutisse
abroutissent
abroutisses
abroutissez
abroutissiez
abroutissions
abroutissons
abroutit
abrupt
abrupte
abruptement
abruptes
abrupts
abrute
abrutes
abruti
abrutie
abruties
abrutir
abrutira
abrutirai
abrutiraient
abrutirais
abrutirait
abrutiras
abrutirent
abrutirez
abrutiriez
abrutirions
abrutirons
abrutiront
abrutis
abrutissaient
abrutissais
abrutissait
abrutissant
abrutissante
abrutissantes
abrutissants
abrutisse
abrutissement
abrutissements
abrutissent
abrutisses
abrutissez
abrutissiez
abrutissime
abrutissimes
abrutissions
abrutissons
abrutit
abruzzais
abruzzaise
abruzzaises
absalonien
absalonienne
absaloniennes
absaloniens
abscisse
abscisses
abscission
abscissions
absconda
abscondai
abscondaient
abscondais
abscondait
abscondant
abscondas
abscondasse
abscondassent
abscondasses
abscondassiez
abscondassions
absconde
abscondent
absconder
abscondera
absconderai
absconderaient
absconderais
absconderait
absconderas
absconderez
absconderiez
absconderions
absconderons
absconderont
abscondes
abscondez
abscondiez
abscondions
abscondis
abscondisse
abscondissent
abscondisses
abscondit
abscondons
absconds
abscons
absconsa
absconsai
absconsaient
absconsais
absconsait
absconsant
absconsas
absconsasse
absconsassent
absconsasses
absconsassiez
absconsassions
absconse
absconsent
absconsera
absconserai
absconseraient
absconserais
absconserait
absconseras
absconserez
absconseriez
absconserions
absconserons
absconseront
absconses
absconsez
absconsiez
absconsions
absconsons
absence
absences
absent
absenta
absentai
absentaient
absentais
absentait
absentant
absentas
absentasse
absentassent
absentasses
absentassiez
absentassions
absente
absentent
absenter
absentera
absenterai
absenteraient
absenterais
absenterait
absenteras
absenterez
absenteriez
absenterions
absenterons
absenteront
absentes
absentez
absentiez
absentions
absentons
absents
absidal
absidale
absidales
absidaux
abside
absides
absidial
absidiale
absidiales
absidiaux
absinthe
absinthes
absinthique
absinthiques
absinthisme
absinthismes
absolu
absolue
absolues
absolument
absolurent
absolus
absolut
absoluteur
absoluteurs
absolution
absolutions
absolutisa
absolutisai
absolutisaient
absolutisais
absolutisait
absolutisant
absolutisas
absolutisasse
absolutisassent
absolutisasses
absolutisassiez
absolutisassions
absolutise
absolutisent
absolutiser
absolutisera
absolutiserai
absolutiseraient
absolutiserais
absolutiserait
absolutiseras
absolutiserez
absolutiseriez
absolutiserions
absolutiserons
absolutiseront
absolutises
absolutisez
absolutisiez
absolutisions
absolutisme
absolutismes
absolutisons
absolutiste
absolutistes
absolutoire
absolutoires
absolutrice
absolutrices
absolvaient
absolvais
absolvait
absolvant
absolve
absolvent
absolves
absolvez
absolviez
absolvions
absolvons
absorba
absorbable
absorbables
absorbai
absorbaient
absorbais
absorbait
absorbance
absorbances
absorbant
absorbante
absorbantes
absorbants
absorbas
absorbasse
absorbassent
absorbasses
absorbassiez
absorbassions
absorbe
absorbent
absorber
absorbera
absorberai
absorberaient
absorberais
absorberait
absorberas
absorberez
absorberiez
absorberions
absorberons
absorberont
absorbes
absorbeur
absorbeurs
absorbeuse
absorbeuses
absorbez
absorbiez
absorbions
absorbons
absorption
absorptions
absoudra
absoudrai
absoudraient
absoudrais
absoudrait
absoudras
absoudre
absoudrez
absoudriez
absoudrions
absoudrons
absoudront
absous
absout
absoute
absoutes
absouts
abstenaient
abstenais
abstenait
abstenant
abstenez
absteniez
abstenions
abstenir
abstenons
abstention
abstentionnisme
abstentionniste
abstentionnistes
abstentions
abstenu
abstenue
abstenues
abstenus
abstersif
abstersifs
abstersive
abstersives
abstiendra
abstiendrai
abstiendraient
abstiendrais
abstiendrait
abstiendras
abstiendrez
abstiendriez
abstiendrions
abstiendrons
abstiendront
abstienne
abstiennent
abstiennes
abstiens
abstient
abstinence
abstinences
abstinent
abstinente
abstinentes
abstinents
abstinrent
abstins
abstinsse
abstinssent
abstinsses
abstinssiez
abstinssions
abstint
abstracteur
abstracteurs
abstracteuse
abstracteuses
abstractif
abstractifs
abstraction
abstractionnisme
abstractionnismes
abstractionniste
abstractionnistes
abstractions
abstractive
abstractivement
abstractives
abstraie
abstraient
abstraies
abstraira
abstrairai
abstrairaient
abstrairais
abstrairait
abstrairas
abstraire
abstrairez
abstrairiez
abstrairions
abstrairons
abstrairont
abstrais
abstrait
abstraite
abstraitement
abstraites
abstraits
abstraya
abstrayai
abstrayaient
abstrayais
abstrayait
abstrayant
abstrayas
abstrayasse
abstrayassent
abstrayasses
abstrayassiez
abstrayassions
abstrayez
abstrayiez
abstrayions
abstrayons
abstrus
abstruse
abstruses
absurde
absurdement
absurdes
absurdie
absurdies
abugida
abugidas
abus
abusa
abusai
abusaient
abusais
abusait
abusant
abusas
abusasse
abusassent
abusasses
abusassiez
abusassions
abuse
abusent
abuser
abusera
abuserai
abuseraient
abuserais
abuserait
abuseras
abuserez
abuseriez
abuserions
abuserons
abuseront
abuses
abuseur
abuseurs
abuseuse
abuseuses
abusez
abusiez
abusif
abusifs
abusions
abusive
abusivement
abusives
abusons
abutilon
abutilons
abyme
abymes
abyssal
abyssale
abyssales
abyssaux
abysse
abysses
abyssin
abyssine
abyssines
abyssinien
abyssinienne
abyssiniennes
abyssiniens
abyssins
ac
acabit
acabits
acacia
acacias
acadien
acadienne
acadiennes
acadiens
acagnarda
acagnardai
acagnardaient
acagnardais
acagnardait
acagnardant
acagnardas
acagnardasse
acagnardassent
acagnardasses
acagnardassiez
acagnardassions
acagnarde
acagnardent
acagnarder
acagnardera
acagnarderai
acagnarderaient
acagnarderais
acagnarderait
acagnarderas
acagnarderez
acagnarderiez
acagnarderions
acagnarderons
acagnarderont
acagnardes
acagnardez
acagnardiez
acagnardions
acagnardons
acajou
acajous
acalorique
acaloriques
acanthe
acanthes
acanthite
acanthites
acanthocarpe
acanthocarpes
acanthopode
acanthopodes
acanthure
acanthures
acarbose
acarboses
acardiaque
acardiaques
acaricide
acaricides
acarien
acariens
acarologie
acarologies
acarologique
acarologiques
acarophobie
acarophobies
acarpe
acarpes
acastilleur
acastilleurs
acatalecte
acatalectes
acatalectique
acatalectiques
acatalepsie
acatalepsies
acataleptique
acataleptiques
acathisie
acathisies
acathisique
acathisiques
acatholique
acatholiques
acaule
acaules
acausal
acausale
acausales
acausaux
accabla
accablai
accablaient
accablais
accablait
accablant
accablante
accablantes
accablants
accablas
accablasse
accablassent
accablasses
accablassiez
accablassions
accable
accablement
accablements
accablent
accabler
accablera
accablerai
accableraient
accablerais
accablerait
accableras
accablerez
accableriez
accablerions
accablerons
accableront
accables
accablez
accabliez
accablions
accablons
accadien
accadienne
accadiennes
accadiens
accalmi
accalmie
accalmies
accalmir
accalmira
accalmirai
accalmiraient
accalmirais
accalmirait
accalmiras
accalmirent
accalmirez
accalmiriez
accalmirions
accalmirons
accalmiront
accalmis
accalmissaient
accalmissais
accalmissait
accalmissant
accalmisse
accalmissent
accalmisses
accalmissez
accalmissiez
accalmissions
accalmissons
accalmit
accapara
accaparai
accaparaient
accaparais
accaparait
accaparant
accaparas
accaparasse
accaparassent
accaparasses
accaparassiez
accaparassions
accapare
accaparement
accaparements
accaparent
accaparer
accaparera
accaparerai
accapareraient
accaparerais
accaparerait
accapareras
accaparerez
accapareriez
accaparerions
accaparerons
accapareront
accapares
accapareur
accapareurs
accapareuse
accapareuses
accaparez
accapariez
accaparions
accaparons
accastilla
accastillage
accastillages
accastillai
accastillaient
accastillais
accastillait
accastillant
accastillas
accastillasse
accastillassent
accastillasses
accastillassiez
accastillassions
accastille
accastillent
accastiller
accastillera
accastillerai
accastilleraient
accastillerais
accastillerait
accastilleras
accastillerez
accastilleriez
accastillerions
accastillerons
accastilleront
accastilles
accastillez
accastilliez
accastillions
accastillons
accelerando
accens
accent
accents
accentua
accentuai
accentuaient
accentuais
accentuait
accentuant
accentuas
accentuasse
accentuassent
accentuasses
accentuassiez
accentuassions
accentuation
accentuations
accentue
accentuel
accentuelle
accentuelles
accentuels
accentuent
accentuer
accentuera
accentuerai
accentueraient
accentuerais
accentuerait
accentueras
accentuerez
accentueriez
accentuerions
accentuerons
accentueront
accentues
accentuez
accentuiez
accentuions
accentuons
accepta
acceptable
acceptables
acceptai
acceptaient
acceptais
acceptait
acceptant
acceptante
acceptantes
acceptants
acceptas
acceptasse
acceptassent
acceptasses
acceptassiez
acceptassions
acceptatif
acceptatifs
acceptation
acceptations
acceptative
acceptatives
accepte
acceptent
accepter
acceptera
accepterai
accepteraient
accepterais
accepterait
accepteras
accepterez
accepteriez
accepterions
accepterons
accepteront
acceptes
accepteur
accepteurs
acceptez
acceptiez
acception
acceptions
acceptons
accesseur
accesseurs
accessible
accessibles
accession
accessions
accessit
accessits
accessoire
accessoirement
accessoires
accessoirisa
accessoirisai
accessoirisaient
accessoirisais
accessoirisait
accessoirisant
accessoirisas
accessoirisasse
accessoirisassent
accessoirisasses
accessoirisassiez
accessoirisassions
accessoirisation
accessoirisations
accessoirise
accessoirisent
accessoiriser
accessoirisera
accessoiriserai
accessoiriseraient
accessoiriserais
accessoiriserait
accessoiriseras
accessoiriserez
accessoiriseriez
accessoiriserions
accessoiriserons
accessoiriseront
accessoirises
accessoirisez
accessoirisiez
accessoirisions
accessoirisons
accessoiriste
accessoiristes
acciaccatura
acciaccaturas
accident
accidenta
accidentable
accidentables
accidentai
accidentaient
accidentais
accidentait
accidentant
accidentas
accidentasse
accidentassent
accidentasses
accidentassiez
accidentassions
accidente
accidentel
accidentelle
accidentellement
accidentelles
accidentels
accidentent
accidenter
accidentera
accidenterai
accidenteraient
accidenterais
accidenterait
accidenteras
accidenterez
accidenteriez
accidenterions
accidenterons
accidenteront
accidentes
accidentez
accidentiez
accidentions
